,npi,nppes_provider_city,Recipient_State,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,drug_name,Total_Amount_of_Payment_USDollars,Unnamed: 0,bene_count,total_claim_count,total_day_supply,total_drug_cost,claim_scaled_supply,RevPerPill,SMPerPill,ProfPerPill
60258,1467491498.0,HEWLETT,NY,"ABBVIE, INC.",ANDROGEL,14.94,11014298,0.0,11,680,8917.53,61.81818181818182,13.114014705882354,0.021970588235294117,13.09204411764706
60324,1467491498.0,HEWLETT,NY,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,15.97,11014348,15.0,57,2730,22064.21,47.89473684210525,8.082128205128205,0.0058498168498168504,8.076278388278388
60390,1467491498.0,HEWLETT,NY,ELI LILLY AND COMPANY,HUMALOG,37.5,11014320,17.0,34,2373,19384.44,69.79411764705883,8.16874841972187,0.01580278128950695,8.152945638432364
60456,1467491498.0,HEWLETT,NY,"SANTARUS, INC",GLUMETZA,21.56,11014316,11.0,39,2730,38045.47,70.0,13.936069597069597,0.007897435897435898,13.928172161172162
60457,1467491498.0,HEWLETT,NY,"SANTARUS, INC",GLUMETZA,115.48999999999998,11014316,11.0,39,2730,38045.47,70.0,13.936069597069597,0.042304029304029295,13.893765567765568
60588,1467491498.0,HEWLETT,NY,DAIICHI SANKYO INC.,WELCHOL,28.56,11014359,0.0,28,1710,16528.63,61.07142857142857,9.665865497076023,0.016701754385964912,9.649163742690058
60654,1467560326.0,BRIDGEPORT,WV,"ABBVIE, INC.",ANDROGEL,1905.84,11064105,0.0,15,522,6580.99,34.8,12.607260536398467,3.6510344827586207,8.956226053639845
60715,1467560326.0,BRIDGEPORT,WV,"ABBVIE, INC.",SYNTHROID,1815.71,11064156,34.0,163,6133,4816.23,37.625766871165645,0.7852975705201369,0.296055763900212,0.48924180661992495
60776,1467560326.0,BRIDGEPORT,WV,ELI LILLY AND COMPANY,HUMALOG,130.13,11064120,35.0,107,5073,65186.84,47.41121495327103,12.849761482357579,0.025651488271239895,12.824109994086339
60837,1467560326.0,BRIDGEPORT,WV,ELI LILLY AND COMPANY,TRADJENTA,7328.83,11064158,0.0,27,1050,8584.97,38.888888888888886,8.176161904761905,6.979838095238095,1.1963238095238102
60898,1467560326.0,BRIDGEPORT,WV,NOVO NORDISK INC,NOVOLOG,19.0,11064143,27.0,94,3547,52037.49,37.73404255319149,14.670845785170567,0.0053566394135889485,14.665489145756977
60959,1467560326.0,BRIDGEPORT,WV,SANOFI AND GENZYME US COMPANIES,APIDRA,2275.0,11064106,0.0,14,474,3882.06,33.857142857142854,8.19,4.79957805907173,3.3904219409282694
61020,1467560326.0,BRIDGEPORT,WV,SANOFI AND GENZYME US COMPANIES,LANTUS,13.6,11064128,37.0,144,5790,75272.45,40.208333333333336,13.000423143350604,0.0023488773747841105,12.99807426597582
61081,1467568600.0,LAKE CHARLES,LA,ELI LILLY AND COMPANY,TRADJENTA,2337.54,11071606,0.0,16,720,5921.2,45.0,8.223888888888888,3.246583333333333,4.977305555555555
61125,1467568600.0,LAKE CHARLES,LA,MERCK SHARP & DOHME CORPORATION,JANUVIA,54.92,11071587,0.0,18,540,4601.03,30.0,8.520425925925926,0.10170370370370371,8.418722222222222
61169,1467568600.0,LAKE CHARLES,LA,SANOFI AND GENZYME US COMPANIES,APIDRA,10594.63,11071570,0.0,14,301,3994.14,21.5,13.269568106312292,35.19810631229235,-21.92853820598006
61213,1467568600.0,LAKE CHARLES,LA,SANOFI AND GENZYME US COMPANIES,LANTUS,11.02,11071588,15.0,50,1853,29409.8,37.06,15.871451699946032,0.005947112790070156,15.865504587155963
61257,1467568600.0,LAKE CHARLES,LA,SANOFI AND GENZYME US COMPANIES,LANTUS SOLOSTAR,5.98,11071589,29.0,98,3882,38478.88,39.61224489795919,9.912127769191137,0.0015404430705821743,9.910587326120556
61301,1467679738.0,ELKINS PARK,PA,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,5635.410000000003,11103468,44.0,298,9240,78039.52,31.006711409395965,8.445835497835498,0.6098928571428575,7.8359426406926405
61302,1467679738.0,ELKINS PARK,PA,ELI LILLY AND COMPANY,TRADJENTA,9295.3,11103468,44.0,298,9240,78039.52,31.006711409395965,8.445835497835498,1.0059848484848484,7.4398506493506495
61535,1467679738.0,ELKINS PARK,PA,ELI LILLY AND COMPANY,HUMALOG,38.12000000000001,11103405,42.0,235,7520,78890.41,32.0,10.490746010638299,0.005069148936170214,10.485676861702128
61652,1477525202.0,HOUSTON,TX,ELI LILLY AND COMPANY,HUMALOG,11.3,11152731,0.0,16,777,7570.75,48.5625,9.743564993564993,0.014543114543114544,9.729021879021879
61676,1477529758.0,LOS ALAMITOS,CA,ELI LILLY AND COMPANY,HUMALOG,5.97,11160664,25.0,114,4832,50133.14,42.385964912280706,10.375235927152318,0.0012355132450331124,10.374000413907284
61739,1477533933.0,COLUMBIA,SC,"ABBVIE, INC.",SYNTHROID,22.14,11168743,0.0,39,2070,1175.9,53.07692307692307,0.5680676328502416,0.010695652173913044,0.5573719806763286
61767,1477533933.0,COLUMBIA,SC,ELI LILLY AND COMPANY,HUMALOG,19.36,11168727,0.0,48,2047,19954.57,42.645833333333336,9.748202247191012,0.009457743038593062,9.738744504152418
61795,1477553204.0,KANSAS CITY,KS,"ABBVIE, INC.",ANDROGEL,39.0,11199761,0.0,38,1271,20718.14,33.44736842105263,16.30066089693155,0.03068450039339103,16.26997639653816
61825,1477560308.0,ROCHESTER HILLS,MI,ELI LILLY AND COMPANY,HUMALOG,52.90000000000001,11212072,131.0,415,23266,351061.01,56.06265060240964,15.089014441674546,0.0022737041175964934,15.08674073755695
61935,1477560308.0,ROCHESTER HILLS,MI,ELI LILLY AND COMPANY,TRADJENTA,1867.74,11212135,0.0,11,750,6008.4,68.18181818181819,8.011199999999999,2.49032,5.520879999999998
62045,1477563104.0,JACKSON,MS,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,1550.3100000000006,11215680,19.0,95,3015,25077.58,31.73684210526316,8.317605306799337,0.5141990049751246,7.803406301824212
62046,1477563104.0,JACKSON,MS,ELI LILLY AND COMPANY,TRADJENTA,4771.76,11215680,19.0,95,3015,25077.58,31.73684210526316,8.317605306799337,1.5826733001658375,6.734932006633499
62211,1477563104.0,JACKSON,MS,ELI LILLY AND COMPANY,HUMALOG,17.58,11215629,22.0,62,2183,34260.44,35.20967741935485,15.694200641319286,0.008053137883646358,15.68614750343564
62294,1477563104.0,JACKSON,MS,NOVO NORDISK INC,LEVEMIR,10.85,11215641,11.0,58,1931,29912.56,33.293103448275865,15.490709476954946,0.005618850336613154,15.485090626618332
62377,1477580207.0,PORTLAND,OR,ELI LILLY AND COMPANY,FORTEO,2733.49,11231805,0.0,30,880,38326.65,29.33333333333333,43.553011363636365,3.1062386363636363,40.44677272727273
62381,1477585248.0,SAN DIEGO,CA,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,4631.030000000002,11237983,0.0,26,784,10604.33,30.153846153846153,13.525931122448979,5.906926020408165,7.619005102040814
62389,1477591162.0,WALTERBORO,SC,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,5719.81,11245324,0.0,25,738,9541.76,29.52,12.929214092140922,7.750420054200543,5.17879403794038
62430,1477591162.0,WALTERBORO,SC,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,3120.35,11245353,0.0,20,720,6127.21,36.0,8.510013888888889,4.333819444444444,4.1761944444444445
62471,1477591162.0,WALTERBORO,SC,ELI LILLY AND COMPANY,HUMALOG,4.82,11245331,15.0,61,1738,24099.78,28.491803278688533,13.86638665132336,0.0027733026467203683,13.86361334867664
62512,1477591162.0,WALTERBORO,SC,NOVO NORDISK INC,LEVEMIR,41.64,11245339,0.0,24,847,6890.04,35.291666666666664,8.134639905548996,0.04916174734356553,8.08547815820543
62553,1477591162.0,WALTERBORO,SC,SANOFI AND GENZYME US COMPANIES,LANTUS,25.15,11245337,19.0,86,2873,34830.73,33.406976744186046,12.123470240167073,0.008753915767490428,12.114716324399582
62594,1477599348.0,NEW BRUNSWICK,NJ,SANOFI AND GENZYME US COMPANIES,LANTUS,18.12,11255366,22.0,85,4144,39649.42,48.75294117647058,9.567910231660232,0.004372586872586873,9.563537644787646
62635,1477599348.0,NEW BRUNSWICK,NJ,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,97.52,11255381,15.0,73,3750,30451.49,51.369863013698634,8.120397333333333,0.02600533333333333,8.094392
62676,1477611044.0,LUBBOCK,TX,AMGEN INC.,PROLIA,10.96,11260921,0.0,15,1215,12596.88,81.0,10.367802469135802,0.009020576131687243,10.358781893004114
62785,1477611044.0,LUBBOCK,TX,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,27.49,11260928,0.0,14,600,4940.02,42.857142857142854,8.233366666666667,0.045816666666666665,8.18755
62786,1477611044.0,LUBBOCK,TX,ELI LILLY AND COMPANY,TRADJENTA,18.22,11260928,0.0,14,600,4940.02,42.857142857142854,8.233366666666667,0.030366666666666663,8.203
63003,1477611044.0,LUBBOCK,TX,DAIICHI SANKYO INC.,WELCHOL,71.74000000000002,11260939,0.0,26,1634,14447.79,62.846153846153854,8.841976744186047,0.04390452876376991,8.798072215422277
63112,1477611044.0,LUBBOCK,TX,ELI LILLY AND COMPANY,HUMALOG,20.39,11260873,49.0,193,9906,104213.57,51.32642487046632,10.520247324853624,0.0020583484756713103,10.518188976377953
63221,1477611044.0,LUBBOCK,TX,MERCK SHARP & DOHME CORPORATION,JANUVIA,10.65,11260883,31.0,132,6381,51620.92,48.34090909090909,8.0897853001097,0.0016690173953925718,8.088116282714306
63330,1477611044.0,LUBBOCK,TX,SANOFI AND GENZYME US COMPANIES,LANTUS,23.61,11260884,91.0,383,17011,174750.79,44.41514360313315,10.272811122215037,0.001387925459996473,10.271423196755041
63439,1477611044.0,LUBBOCK,TX,"JANSSEN PHARMACEUTICALS, INC",INVOKANA,16.36,11260881,0.0,18,900,7655.67,50.0,8.5063,0.01817777777777778,8.488122222222222
63548,1477623775.0,SOUTH CHARLESTON,WV,"ABBVIE, INC.",SYNTHROID,13.3,11267636,74.0,382,21900,15403.0,57.32984293193717,0.7033333333333334,0.0006073059360730594,0.7027260273972603
63617,1477623775.0,SOUTH CHARLESTON,WV,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,12.49,11267631,0.0,21,690,5959.06,32.857142857142854,8.63631884057971,0.01810144927536232,8.618217391304348
63686,1477623775.0,SOUTH CHARLESTON,WV,ELI LILLY AND COMPANY,HUMALOG,110.56,11267600,47.0,170,6513,81455.79,38.311764705882354,12.506646706586825,0.016975280208813143,12.489671426378012
63755,1477623775.0,SOUTH CHARLESTON,WV,NOVO NORDISK INC,LEVEMIR,72.74,11267612,0.0,40,1273,14930.05,31.825,11.728240377062058,0.05714061272584446,11.671099764336214
63824,1477623775.0,SOUTH CHARLESTON,WV,SANOFI AND GENZYME US COMPANIES,APIDRA,40.44,11267581,0.0,17,555,9261.76,32.64705882352941,16.687855855855855,0.07286486486486486,16.61499099099099
63893,1477623775.0,SOUTH CHARLESTON,WV,SANOFI AND GENZYME US COMPANIES,LANTUS,69.47,11267610,40.0,159,7562,67999.76,47.55974842767296,8.992298333774134,0.009186723089129859,8.983111610685004
63962,1477633980.0,CHESAPEAKE,VA,MERCK SHARP & DOHME CORPORATION,JANUVIA,105.51,11273990,13.0,22,950,8020.32,43.18181818181818,8.442442105263158,0.11106315789473685,8.331378947368421
63984,1477649721.0,GREENSBORO,NC,ELI LILLY AND COMPANY,HUMALOG,30.96,11286432,28.0,96,4004,48733.48,41.708333333333336,12.171198801198802,0.007732267732267733,12.163466533466535
64048,1477649721.0,GREENSBORO,NC,MERCK SHARP & DOHME CORPORATION,JANUVIA,21.66,11286441,19.0,83,3626,29885.92,43.686746987951814,8.24211803640375,0.0059735245449531165,8.236144511858798
64112,1477649721.0,GREENSBORO,NC,"ABBVIE, INC.",ANDROGEL,43.81,11286416,0.0,24,825,19737.99,34.375,23.924836363636366,0.053103030303030305,23.871733333333335
64176,1477649721.0,GREENSBORO,NC,ANIMAS CORPORATION,INVOKANA,14.64,11286438,14.0,30,1260,11121.96,42.0,8.826952380952381,0.011619047619047619,8.815333333333333
64240,1477649721.0,GREENSBORO,NC,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,15.0,11286420,0.0,21,664,8614.83,31.619047619047624,12.974141566265061,0.022590361445783132,12.951551204819278
64304,1477649721.0,GREENSBORO,NC,NOVO NORDISK INC,LEVEMIR,22.33,11286446,12.0,65,2105,20560.94,32.384615384615394,9.767667458432303,0.010608076009501187,9.757059382422803
64368,1477649721.0,GREENSBORO,NC,NOVO NORDISK INC,NOVOLOG,27.14,11286462,19.0,66,2294,26599.26,34.75757575757576,11.59514385353095,0.011830863121185703,11.583312990409764
64432,1477649721.0,GREENSBORO,NC,SANOFI AND GENZYME US COMPANIES,LANTUS,21.91,11286444,29.0,155,6079,59086.55,39.21935483870968,9.719781214015464,0.0036042112189504853,9.716177002796513
64496,1477688307.0,HICKORY,NC,ELI LILLY AND COMPANY,HUMALOG,12.44,11309516,0.0,31,1207,17970.78,38.935483870967744,14.888798674399336,0.010306545153272575,14.878492129246064
64519,1477688307.0,HICKORY,NC,SANOFI AND GENZYME US COMPANIES,LANTUS SOLOSTAR,23.59,11309521,19.0,59,2666,23619.81,45.1864406779661,8.859643660915228,0.008848462115528883,8.8507951987997
64542,1477739423.0,TERRE HAUTE,IN,"ABBVIE, INC.",ANDROGEL,63.34,11324162,0.0,27,1125,19266.5,41.66666666666666,17.125777777777778,0.056302222222222226,17.069475555555556
64584,1477739423.0,TERRE HAUTE,IN,ELI LILLY AND COMPANY,HUMALOG,33.06,11324174,39.0,130,5277,66766.78,40.592307692307685,12.652412355505021,0.006264923251847641,12.646147432253173
64626,1477739423.0,TERRE HAUTE,IN,NOVO NORDISK INC,LEVEMIR,19.52,11324183,11.0,47,1469,12022.64,31.25531914893617,8.18423417290674,0.013287950987066031,8.170946221919674
64668,1477739423.0,TERRE HAUTE,IN,SANOFI AND GENZYME US COMPANIES,LANTUS,10.05,11324181,19.0,45,1995,20060.47,44.33333333333334,10.055373433583961,0.005037593984962407,10.050335839598999
64710,1477793529.0,NEW HAVEN,CT,"AKRIMAX PHARMACEUTICALS, LLC",TIROSINT,52.22,11337377,0.0,18,628,1779.57,34.888888888888886,2.8337101910828024,0.08315286624203821,2.750557324840764
64750,1477793529.0,NEW HAVEN,CT,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,10.88,11337371,0.0,11,750,6200.81,68.18181818181819,8.267746666666667,0.014506666666666668,8.253240000000002
64790,1477793529.0,NEW HAVEN,CT,ELI LILLY AND COMPANY,HUMALOG,67.81,11337350,13.0,46,2424,18765.36,52.69565217391305,7.741485148514852,0.027974422442244226,7.713510726072608
64830,1477793529.0,NEW HAVEN,CT,SANOFI AND GENZYME US COMPANIES,LANTUS,39.15,11337355,0.0,26,864,5780.18,33.230769230769226,6.690023148148149,0.0453125,6.644710648148149
64870,1477873693.0,MUNSTER,IN,SANOFI AND GENZYME US COMPANIES,LANTUS,24.01,11346982,0.0,24,768,6979.76,32.0,9.088229166666666,0.031263020833333335,9.056966145833332
64879,1487645362.0,NORWALK,CT,ELI LILLY AND COMPANY,TRADJENTA,22.48,11424171,0.0,30,900,7626.63,30.0,8.474033333333333,0.02497777777777778,8.449055555555555
64916,1487646485.0,MIDLOTHIAN,VA,"AUXILIUM PHARMACEUTICALS, INC.",TESTIM,53.45,11426170,0.0,15,576,7335.87,38.4,12.735885416666667,0.09279513888888889,12.643090277777778
65004,1487646485.0,MIDLOTHIAN,VA,ELI LILLY AND COMPANY,HUMALOG,29.67,11426124,32.0,100,4378,54311.09,43.78,12.405456829602558,0.006777067153951577,12.398679762448607
65092,1487646485.0,MIDLOTHIAN,VA,NOVO NORDISK INC,NOVOLOG,12.09,11426159,18.0,82,3695,38084.07,45.0609756097561,10.306920162381596,0.0032719891745602164,10.303648173207035
65180,1487646485.0,MIDLOTHIAN,VA,"ABBVIE, INC.",ANDROGEL,2319.21,11426098,0.0,33,1160,16684.78,35.15151515151515,14.383431034482758,1.9993189655172414,12.384112068965516
65268,1487646485.0,MIDLOTHIAN,VA,SANOFI AND GENZYME US COMPANIES,LANTUS,78.81,11426139,20.0,90,4414,40358.34,49.04444444444446,9.143257816039872,0.01785455369279565,9.125403262347076
65356,1487646485.0,MIDLOTHIAN,VA,DAIICHI SANKYO INC.,WELCHOL,13.06,11426176,0.0,25,810,5277.28,32.4,6.51516049382716,0.016123456790123458,6.499037037037037
65444,1487649885.0,STATEN ISLAND,NY,ELI LILLY AND COMPANY,HUMALOG,22.38,11431213,29.0,92,4182,34121.39,45.45652173913044,8.159108082257292,0.005351506456241033,8.15375657580105
65583,1487649885.0,STATEN ISLAND,NY,ELI LILLY AND COMPANY,TRADJENTA,1858.17,11431282,43.0,154,6900,56081.42,44.805194805194795,8.127742028985507,0.2693,7.858442028985507
65584,1487649885.0,STATEN ISLAND,NY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,122.16,11431282,43.0,154,6900,56081.42,44.805194805194795,8.127742028985507,0.017704347826086955,8.11003768115942
65861,1487649885.0,STATEN ISLAND,NY,ANIMAS CORPORATION,INVOKANA,16.68,11431220,35.0,107,4410,38254.15,41.21495327102804,8.674410430839002,0.003782312925170068,8.670628117913832
65862,1487649885.0,STATEN ISLAND,NY,"LIFESCAN, INC.",INVOKANA,47.68,11431220,35.0,107,4410,38254.15,41.21495327102804,8.674410430839002,0.010811791383219955,8.663598639455781
66139,1487659892.0,BALTIMORE,MD,"ABBVIE, INC.",SYNTHROID,10.08,11451672,76.0,300,22530,16480.85,75.1,0.7315068797159342,0.0004474034620505992,0.7310594762538836
66175,1487667127.0,BEAUMONT,TX,ELI LILLY AND COMPANY,HUMALOG,39.91,11458163,52.0,152,7277,101488.39,47.875,13.946460079703174,0.0054844029132884425,13.940975676789886
66281,1487667127.0,BEAUMONT,TX,ELI LILLY AND COMPANY,TRADJENTA,43.55,11458221,21.0,92,4500,35403.34,48.91304347826087,7.867408888888888,0.009677777777777776,7.85773111111111
66282,1487667127.0,BEAUMONT,TX,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,73.28,11458221,21.0,92,4500,35403.34,48.91304347826087,7.867408888888888,0.016284444444444445,7.8511244444444435
66283,1487667127.0,BEAUMONT,TX,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,15.6,11458221,21.0,92,4500,35403.34,48.91304347826087,7.867408888888888,0.0034666666666666665,7.863942222222222
66599,1487667127.0,BEAUMONT,TX,MERCK SHARP & DOHME CORPORATION,JANUVIA,36.82,11458174,51.0,218,11479,92342.87,52.65596330275228,8.04450474780033,0.003207596480529663,8.0412971513198
66600,1487667127.0,BEAUMONT,TX,MERCK SHARP & DOHME CORPORATION,JANUVIA,21.12,11458174,51.0,218,11479,92342.87,52.65596330275228,8.04450474780033,0.0018398815227807302,8.04266486627755
66811,1487667127.0,BEAUMONT,TX,MERCK SHARP & DOHME CORPORATION,VYTORIN,14.72,11458226,13.0,66,3570,18418.84,54.09090909090909,5.15933893557423,0.0041232492997198885,5.155215686274509
66917,1487667127.0,BEAUMONT,TX,"ABBVIE, INC.",ANDROGEL,59.74,11458133,0.0,20,960,12375.83,48.0,12.891489583333334,0.06222916666666667,12.829260416666667
66918,1487667127.0,BEAUMONT,TX,"ABBVIE, INC.",ANDROGEL,32.07,11458133,0.0,20,960,12375.83,48.0,12.891489583333334,0.03340625,12.858083333333333
67129,1487667127.0,BEAUMONT,TX,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,33.06,11458143,0.0,21,592,8101.67,28.190476190476193,13.685253378378379,0.0558445945945946,13.629408783783784
67235,1487667127.0,BEAUMONT,TX,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,12.2,11458206,16.0,74,3135,25381.76,42.364864864864856,8.096255183413078,0.003891547049441786,8.092363636363636
67236,1487667127.0,BEAUMONT,TX,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,44.68,11458206,16.0,74,3135,25381.76,42.364864864864856,8.096255183413078,0.014251993620414674,8.082003189792664
67447,1487667127.0,BEAUMONT,TX,SANOFI AND GENZYME US COMPANIES,APIDRA,13.65,11458134,0.0,17,914,5417.92,53.764705882352935,5.927702407002188,0.014934354485776806,5.9127680525164115
67553,1487667127.0,BEAUMONT,TX,NOVO NORDISK INC,LEVEMIR,32.29,11458179,24.0,82,2900,37353.0,35.365853658536594,12.880344827586207,0.01113448275862069,12.869210344827586
67554,1487667127.0,BEAUMONT,TX,NOVO NORDISK INC,LEVEMIR,62.09,11458179,24.0,82,2900,37353.0,35.365853658536594,12.880344827586207,0.02141034482758621,12.85893448275862
67765,1487667127.0,BEAUMONT,TX,DAIICHI SANKYO INC.,BENICAR,93.58,11458141,0.0,22,960,4192.45,43.63636363636363,4.367135416666667,0.09747916666666666,4.26965625
67871,1487667127.0,BEAUMONT,TX,NOVO NORDISK INC,NOVOLOG,39.18,11458201,42.0,157,6508,81365.45,41.452229299363054,12.502374001229256,0.0060202827289489854,12.496353718500307
67977,1487667127.0,BEAUMONT,TX,SANOFI AND GENZYME US COMPANIES,LANTUS,21.97,11458177,52.0,170,8413,90089.7,49.48823529411764,10.708391774634494,0.0026114346844169738,10.705780339950078
68083,1487697272.0,PORT CHARLOTTE,FL,"ABBVIE, INC.",CREON,13.86,11494107,0.0,18,1080,23706.63,60.0,21.950583333333334,0.012833333333333332,21.93775
68166,1487697272.0,PORT CHARLOTTE,FL,ANIMAS CORPORATION,INVOKANA,12.9,11494126,0.0,13,750,6483.03,57.69230769230769,8.64404,0.0172,8.62684
68167,1487697272.0,PORT CHARLOTTE,FL,"JANSSEN PHARMACEUTICALS, INC",INVOKANA,31664.660000000014,11494126,0.0,13,750,6483.03,57.69230769230769,8.64404,42.21954666666669,-33.57550666666668
68332,1487697272.0,PORT CHARLOTTE,FL,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,6850.190000000001,11494163,50.0,141,7806,62524.71,55.361702127659576,8.009827056110684,0.8775544452984885,7.132272610812195
68333,1487697272.0,PORT CHARLOTTE,FL,ELI LILLY AND COMPANY,TRADJENTA,3275.0,11494163,50.0,141,7806,62524.71,55.361702127659576,8.009827056110684,0.4195490648219318,7.590277991288752
68498,1487697272.0,PORT CHARLOTTE,FL,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,4182.3899999999985,11494102,11.0,30,1546,19452.21,51.53333333333333,12.582283311772315,2.7052975420439833,9.876985769728332
68581,1487697272.0,PORT CHARLOTTE,FL,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,2.32,11494154,17.0,37,2610,20614.83,70.54054054054055,7.898402298850575,0.0008888888888888888,7.897513409961687
68664,1487697272.0,PORT CHARLOTTE,FL,DAIICHI SANKYO INC.,WELCHOL,14.85,11494169,0.0,16,1200,8750.02,75.0,7.291683333333333,0.012374999999999999,7.279308333333334
68747,1487697272.0,PORT CHARLOTTE,FL,ELI LILLY AND COMPANY,FORTEO,23.9,11494112,0.0,23,923,43275.64,40.130434782608695,46.88585048754063,0.02589382448537378,46.85995666305526
68830,1487697272.0,PORT CHARLOTTE,FL,ELI LILLY AND COMPANY,HUMALOG,12.6,11494118,46.0,104,7425,64795.18,71.39423076923076,8.72662356902357,0.001696969696969697,8.7249265993266
68913,1487697272.0,PORT CHARLOTTE,FL,MERCK SHARP & DOHME CORPORATION,JANUVIA,3190.88,11494128,67.0,190,12540,101129.6,66.0,8.064561403508772,0.2544561403508772,7.8101052631578955
68996,1487697272.0,PORT CHARLOTTE,FL,NOVO NORDISK INC,LEVEMIR,9520.93,11494132,35.0,114,6479,64571.16,56.83333333333334,9.966223182589907,1.4695060966198488,8.496717085970058
69079,1487697272.0,PORT CHARLOTTE,FL,SANOFI AND GENZYME US COMPANIES,APIDRA,18.13,11494096,0.0,19,1242,14885.29,65.36842105263158,11.984935587761676,0.014597423510466988,11.970338164251208
69162,1487697272.0,PORT CHARLOTTE,FL,WARNER CHILCOTT LLC,ATELVIA,1063.33,11494097,0.0,16,846,3956.07,52.875,4.676205673758865,1.2568912529550826,3.4193144208037825
69245,1487716544.0,ORANGE,CA,"SANTARUS, INC",GLUMETZA,11.19,11505722,0.0,20,1020,9891.01,51.0,9.69706862745098,0.010970588235294117,9.686098039215686
69246,1487716544.0,ORANGE,CA,"SANTARUS, INC",GLUMETZA,16.19,11505722,0.0,20,1020,9891.01,51.0,9.69706862745098,0.015872549019607843,9.681196078431372
69451,1487716544.0,ORANGE,CA,"ABBVIE, INC.",ANDROGEL,10.06,11505691,0.0,20,1082,12064.41,54.1,11.150101663585952,0.009297597042513863,11.140804066543438
69554,1487716544.0,ORANGE,CA,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,36.27,11505698,0.0,50,2446,31188.21,48.92,12.750699100572362,0.01482829108748978,12.735870809484872
69657,1487716544.0,ORANGE,CA,DAIICHI SANKYO INC.,WELCHOL,49.58,11505783,0.0,19,1650,12732.89,86.84210526315788,7.71690303030303,0.03004848484848485,7.686854545454545
69760,1487716544.0,ORANGE,CA,ELI LILLY AND COMPANY,HUMALOG,64.06,11505724,11.0,38,2172,20061.13,57.157894736842096,9.236247697974218,0.029493554327808473,9.206754143646409
69863,1487716544.0,ORANGE,CA,MERCK SHARP & DOHME CORPORATION,JANUVIA,31.2,11505734,0.0,39,2190,17507.52,56.153846153846146,7.994301369863014,0.014246575342465753,7.980054794520548
69966,1487752937.0,BINGHAMTON,NY,NOVO NORDISK INC,LEVEMIR,30.08,11532078,0.0,17,882,7757.82,51.88235294117647,8.795714285714286,0.034104308390022674,8.761609977324264
70004,1487858015.0,PHILADELPHIA,PA,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,120.35,11571911,0.0,16,458,5907.72,28.625,12.898951965065503,0.26277292576419214,12.636179039301311
70065,1487858015.0,PHILADELPHIA,PA,ELI LILLY AND COMPANY,HUMALOG,23.6,11571920,28.0,121,4119,54780.73,34.041322314049594,13.299521728574897,0.005729546006312212,13.293792182568584
70126,1487875126.0,CHICAGO,IL,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,104.98,11576388,0.0,27,608,5191.37,22.51851851851852,8.5384375,0.17266447368421053,8.36577302631579
70149,1487875126.0,CHICAGO,IL,ELI LILLY AND COMPANY,HUMALOG,24.56,11576373,20.0,47,1968,24399.61,41.872340425531924,12.39817581300813,0.012479674796747968,12.385696138211383
70172,1497718795.0,MEMPHIS,TN,ELI LILLY AND COMPANY,FORTEO,753.22,11629464,0.0,45,1306,58625.5,29.02222222222223,44.88935681470138,0.5767381316998469,44.31261868300153
70273,1497718795.0,MEMPHIS,TN,MERCK SHARP & DOHME CORPORATION,JANUVIA,43.38,11629483,15.0,69,3607,29628.87,52.27536231884058,8.214269476018853,0.012026614915442196,8.20224286110341
70374,1497718795.0,MEMPHIS,TN,NOVO NORDISK INC,LEVEMIR,15.66,11629488,0.0,14,599,4642.81,42.785714285714285,7.7509348914858105,0.026143572621035057,7.724791318864775
70475,1497718795.0,MEMPHIS,TN,SANOFI AND GENZYME US COMPANIES,LANTUS,41.16,11629486,47.0,198,9352,87680.06,47.232323232323225,9.37554106073567,0.004401197604790419,9.37113986313088
70576,1497718795.0,MEMPHIS,TN,"SANTARUS, INC",CYCLOSET,1400.0,11629455,0.0,11,330,3064.59,30.0,9.286636363636363,4.242424242424242,5.044212121212121
